type,date,January,February,March,April,May,June,July,August,September,October,November,December
GRL,1936,-27.61,-26.803,-29.054,-19.883,-9.514,-3.864,-0.017,-3.204,-10.437,-19.107,-25.552,-31.437
GRL,1937,-27.625,-31.082,-24.103,-22.034,-11.167,-4.198,-1.371,-3.964,-11.084,-21.325,-23.779,-27.842
GRL,1938,-31.53,-27.667,-28.883,-21.684,-11.325,-4.232,-1.731,-3.362,-11.401,-19.262,-26.27,-26.49
GRL,1939,-26.677,-30.36,-25.304,-18.589,-9.623,-3.461,-0.322,-3.665,-8.871,-17.02,-27.114,-29.813
GRL,1940,-27.134,-27.378,-25.665,-19.818,-10.37,-3.688,-0.541,-5.08,-11.613,-19.444,-26.716,-26.442
GRL,1941,-28.475,-28.709,-26.68,-21.028,-11.343,-4.298,-1.767,-2.554,-10.349,-18.026,-25.062,-27.002
GRL,1942,-27.613,-31.228,-26.939,-22.232,-10.621,-4.351,-1.688,-4.423,-11.372,-20.098,-24.065,-26.579
GRL,1943,-27.38,-33.493,-30.367,-23.995,-13.029,-4.534,-2.061,-4.236,-11.577,-21.453,-26.312,-27.719
GRL,1944,-33.138,-28.593,-27.755,-22.092,-13.144,-3.754,-1.538,-4.506,-11.51,-20.531,-27.707,-29.164
GRL,1945,-27.7,-31.595,-25.539,-21.553,-11.748,-4.324,-1.879,-4.386,-10.677,-18.341,-25.702,-27.552
GRL,1946,-28.749,-28.259,-26.648,-24.446,-9.882,-4.295,-2.241,-4.238,-10.729,-18.388,-23.917,-25.917
GRL,1947,-22.114,-22.801,-25.712,-21.563,-10.189,-3.726,-1.553,-4.238,-10.98,-19.855,-24.981,-28.438
GRL,1948,-30.587,-29.439,-29.158,-22.011,-12.648,-3.599,-1.548,-4.177,-11.203,-20.25,-27.795,-34.596
GRL,1949,-33.271,-31.966,-27.887,-26.392,-12.586,-3.224,-0.62,-3.662,-12.249,-21.991,-26.807,-29.263
GRL,1950,-30.331,-32.301,-27.522,-23.687,-11.489,-3.404,-0.781,-3.476,-11.646,-20.063,-24.181,-28.64
GRL,1951,-31.708,-31.731,-28.728,-23.825,-11.021,-3.491,-2.092,-4.394,-10.205,-22.193,-25.279,-32.9
GRL,1952,-30.87,-30.39,-30.073,-22.63,-10.335,-4.206,-1.946,-3.751,-10.364,-19.458,-23.985,-26.489
GRL,1953,-28.822,-30.789,-30.851,-19.145,-10.16,-4.17,-1.472,-3.669,-11.112,-21.162,-26.811,-32.454
GRL,1954,-28.157,-29.044,-28.838,-19.768,-10.221,-4.696,-2.574,-3.858,-11.931,-19.969,-24.647,-31.288
GRL,1955,-32.641,-28.536,-25.985,-23.498,-13.13,-4.38,-3.619,-5.291,-11.357,-17.046,-25.205,-29.398
GRL,1956,-32.469,-27.641,-28.606,-20.32,-13.898,-5.657,-1.959,-3.944,-12.609,-20.774,-26.218,-27.461
GRL,1957,-31.151,-28.962,-27.312,-23.146,-10.756,-3.05,-0.571,-3.301,-10.176,-19.354,-24.365,-31.052
GRL,1958,-29.277,-28.451,-26.316,-23.246,-10.739,-3.867,-0.581,-4.074,-11.836,-20.741,-28.591,-27.749
GRL,1959,-28.559,-30.729,-31.405,-22.019,-11.019,-4.051,-2.555,-4.858,-12.1,-18.573,-24.326,-30.794
GRL,1960,-27.605,-28.977,-29.914,-23.567,-10.978,-4.203,-0.548,-2.898,-11.034,-16.809,-23.193,-29.845
GRL,1961,-29.758,-34.075,-32.736,-22.565,-12.877,-4.435,-1.657,-4.353,-11.999,-18.866,-25.837,-28.726
GRL,1962,-28.403,-29.662,-24.346,-20.539,-10.989,-4.631,-0.914,-4.392,-12.153,-20.752,-24.607,-27.746
GRL,1963,-26.733,-26.201,-26.462,-20.787,-13.296,-5.363,-2.558,-3.416,-12.623,-20.83,-27.083,-27.357
GRL,1964,-28.438,-26.896,-28.343,-22.319,-14.086,-5.036,-3.658,-4.215,-11.928,-21.694,-27.987,-28.293
GRL,1965,-30.966,-23.58,-28.086,-22.795,-9.152,-5.541,-1.853,-3.987,-11.823,-19.649,-22.234,-30.701
GRL,1966,-32.805,-28.193,-31.834,-23.003,-12.7,-4.502,-2.084,-2.811,-11.109,-20.08,-26.448,-30.54
GRL,1967,-28.226,-30.844,-30.162,-22.575,-9.001,-5.254,-1.525,-4.627,-11.398,-21.683,-28.744,-28.963
GRL,1968,-32.88,-31.759,-31.893,-20.68,-10.639,-4.157,-1.368,-4.451,-11.904,-20.684,-26.129,-29.283
GRL,1969,-28.556,-28.598,-30.567,-24.419,-10.488,-4.695,-1.905,-3.122,-11.88,-21.016,-25.601,-29.858
GRL,1970,-30.855,-29.767,-28.715,-23.108,-13.343,-5.959,-3.221,-5.564,-10.639,-18.464,-26.042,-29.181
GRL,1971,-33.055,-31.314,-29.798,-22.906,-12.394,-3.759,-1.24,-4.719,-11.728,-22.151,-28.703,-34.759
GRL,1972,-29.219,-31.005,-29.064,-24.56,-11.46,-5.91,-3.456,-5.022,-10.358,-18.77,-25.756,-31.236
GRL,1973,-27.204,-35.13,-31.25,-22.42,-13.71,-5.321,-2.683,-4.302,-11.739,-20.331,-27.766,-29.427
GRL,1974,-28.162,-29.421,-26.274,-21.288,-11.742,-5.247,-2.079,-3.413,-11.998,-18.532,-25.842,-34.47
GRL,1975,-35.011,-29.469,-31.091,-22.911,-12.562,-5.179,-1.777,-3.725,-12.523,-19.901,-27.76,-32.39
GRL,1976,-31.436,-29.124,-25.395,-23.987,-12.674,-5.034,-1.636,-5.008,-9.697,-19.285,-26.714,-26.314
GRL,1977,-27.468,-30.038,-28.668,-21.973,-11.401,-5.297,-1.476,-3.771,-12.174,-20.023,-25.938,-29.576
GRL,1978,-33.128,-30.57,-30.561,-21.297,-11.358,-5.809,-0.805,-3.259,-11.445,-20.52,-30.111,-22.514
GRL,1979,-28.862,-31.884,-26.56,-20.851,-13.615,-5.659,-2.047,-4.09,-11.654,-19.908,-27.682,-30.208
GRL,1980,-26.075,-27.621,-24.471,-22.852,-11.255,-5.142,-1.74,-3.515,-10.905,-19.883,-26.099,-30.627
GRL,1981,-32.372,-31.769,-29.288,-21.476,-12.103,-3.916,-1.542,-4.281,-10.407,-19.407,-25.88,-27.652
GRL,1982,-28.935,-30.929,-28.051,-23.222,-13.487,-4.652,-1.755,-4.68,-13.378,-19.763,-26.784,-32.252
GRL,1983,-36.332,-32.911,-32.128,-24.677,-12.868,-5.2,-2.682,-5.648,-11.906,-22.302,-28.083,-30.625
GRL,1984,-33.699,-34.17,-30.469,-24.38,-13.097,-4.856,-1.129,-4.513,-11.534,-20.36,-25.721,-27.984
GRL,1985,-26.664,-30.059,-28.512,-22.378,-11.185,-3.837,-1.387,-3.703,-10.431,-20.442,-25.051,-27.189
GRL,1986,-29.175,-22.895,-29.933,-22.163,-11.82,-5.275,-2.424,-3.525,-10.652,-22.303,-28.656,-28.759
GRL,1987,-28.342,-33.421,-29.177,-23.583,-11.885,-3.581,-1.741,-2.719,-11.043,-21.411,-26.313,-31.415
GRL,1988,-33.276,-27.318,-28.885,-21.645,-10.514,-4.55,-0.837,-3.23,-10.563,-18.509,-24.323,-30.712
GRL,1989,-33.841,-34.308,-32.089,-21.991,-13.096,-4.44,-1.661,-4.752,-12.327,-21.079,-24.105,-28.727
GRL,1990,-29.525,-32.211,-31.565,-23.505,-9.95,-2.801,-1.472,-3.621,-11.049,-21.919,-24.698,-28.939
GRL,1991,-31.737,-28.56,-27.321,-24.615,-12.323,-3.842,-0.752,-4.298,-10.595,-20.071,-26.734,-29.608
GRL,1992,-30.401,-33.492,-30.523,-24.429,-14.298,-5.989,-2.619,-5.73,-11.731,-17.73,-26.644,-31.428
GRL,1993,-35.423,-31.814,-32.219,-22.245,-11.795,-4.831,-1.436,-4.657,-10.084,-18.378,-26.44,-31.884
GRL,1994,-32.253,-27.881,-31.413,-20.066,-10.758,-5.354,-1.242,-3.819,-11.132,-21.221,-26.262,-32.302
GRL,1995,-34.488,-32.812,-31.718,-18.542,-10.829,-3.649,-1.066,-3.494,-9.448,-21.605,-21.757,-29.466
GRL,1996,-28.242,-27.612,-25.12,-18.968,-11.121,-4.968,-2.377,-5.002,-11.097,-21.125,-25.065,-26.907
GRL,1997,-29.3,-31.179,-27.774,-21.594,-11.523,-3.602,-2.488,-4.618,-12.299,-19.721,-25.003,-26.873
GRL,1998,-27.538,-32.109,-27.912,-18.954,-11.103,-3.721,-1.04,-3.599,-10.413,-19.184,-22.636,-27.459
GRL,1999,-30.523,-31.342,-27.961,-21.227,-13.233,-5.1,-1.095,-4.132,-11.078,-20.051,-23.895,-29.414
GRL,2000,-28.537,-29.21,-28.431,-18.924,-12.289,-3.605,-1.184,-3.574,-10.359,-19.969,-24.278,-28.055
GRL,2001,-30.275,-30.301,-29.265,-22.102,-12.439,-4.205,-1.379,-2.79,-9.796,-17.891,-25.629,-25.085
GRL,2002,-28.245,-32.97,-28.841,-22.799,-10.012,-3.181,-1.428,-3.629,-8.76,-15.982,-22.241,-23.757
GRL,2003,-27.264,-27.843,-25.596,-20.477,-10.834,-3.042,-0.067,-2.222,-9.071,-16.822,-23.906,-27.931
GRL,2004,-29.397,-28.995,-27.932,-18.905,-10.109,-3.848,-1.767,-2.788,-10.415,-17.418,-25.308,-30.732
GRL,2005,-27.918,-24.265,-22.811,-20.569,-10.02,-3.039,-0.401,-3.387,-11.128,-20.577,-23.642,-26.058
GRL,2006,-29.471,-28.61,-25.556,-20.061,-10.041,-4.78,-1.154,-2.99,-9.509,-18.151,-26.446,-28.603
GRL,2007,-29.051,-25.111,-26.959,-20.894,-12.446,-3.085,-0.652,-2.58,-10.799,-19.918,-24.9,-28.495
GRL,2008,-32.063,-29.12,-28.065,-20.922,-10.84,-2.368,-0.053,-2.858,-9.949,-19.765,-25.323,-27.353
GRL,2009,-27.157,-29.237,-29.643,-22.668,-10.073,-4.512,0.339,-2.681,-11.16,-20.121,-26.472,-24.412
GRL,2010,-27.314,-25.84,-26.343,-19.518,-8.585,-3.255,-0.531,-1.7,-8.705,-17.888,-23.471,-23.406
GRL,2011,-26.166,-25.56,-27.784,-23.745,-11.41,-3.436,-0.168,-2.585,-10.52,-20.355,-24.84,-29.523
GRL,2012,-27.88,-29.103,-28.943,-20.614,-10.866,-3.243,0.305,-2.263,-9.098,-17.988,-24.594,-26.98
GTM,1900,19.948,21.436,22.793,24.895,24.848,24.488,24.016,23.716,23.756,22.827,21.029,20.584
GTM,1901,19.518,20.662,22.232,22.414,25.01,24.597,23.461,23.528,24.01,22.199,20.439,19.85
GTM,1902,19.439,21.2,22.931,24.556,24.85,24.147,23.487,24.031,23.903,22.979,22.283,20.603
GTM,1903,20.641,22.295,22.872,24.409,24.727,24.55,23.73,23.369,23.353,21.81,20.352,19.572
GTM,1904,19.86,20.845,22.335,23.335,24.407,23.561,22.665,23.18,23.093,22.476,21.909,20.046
GTM,1905,19.368,20.176,21.925,23.951,24.925,24.324,23.738,23.677,23.919,23.064,22.566,19.958
GTM,1906,19.555,20.499,22.657,23.932,25.314,24.328,24.054,23.921,24.012,23.064,21.834,20.071
GTM,1907,20.059,20.735,22.759,24.158,24.824,24.255,23.628,23.578,23.696,23.031,22.168,20.679
GTM,1908,19.844,20.826,22.473,24.572,25.276,24.589,23.501,23.981,23.777,22.35,21.106,20.661
GTM,1909,19.681,21.248,24.067,24.599,26.388,24.648,24.206,24.305,23.593,22.717,21.135,20.883
GTM,1910,19.332,20.93,21.045,23.404,24.411,23.91,23.476,23.944,23.513,22.627,20.959,19.248
GTM,1911,20.496,21.323,22.543,25.061,24.358,24.205,23.639,24.188,24.167,23.861,22.534,20.839
GTM,1912,20.74,20.716,23.584,25.16,25.844,24.351,23.928,23.807,24.087,23.407,20.784,21.122
GTM,1913,20.958,22.275,22.905,23.327,24.209,23.843,22.809,23.523,23.666,22.554,21.427,20.909
GTM,1914,19.73,20.543,22.277,24.164,24.6,24.09,24.265,24.584,23.702,22.983,21.841,21.86
GTM,1915,21.12,21.391,22.651,24.005,26.011,25.577,24.473,24.411,23.812,23.069,21.964,20.986
GTM,1916,21.607,20.852,22.563,23.678,25.183,24.205,23.675,23.481,23.468,22.322,21.601,20.723
GTM,1917,20.859,20.783,23.154,23.72,24.662,24.177,23.971,23.924,23.995,22.708,20.098,19.184
GTM,1918,20.037,21.881,22.686,23.889,25.124,23.917,24.073,24.025,23.943,23.752,22.104,21.432
GTM,1919,19.619,22.345,23.493,24.386,25.874,24.437,24.131,24.391,23.706,23.34,22.395,21.004
GTM,1920,20.845,21.502,23.541,25.194,25.267,24.282,24.169,23.959,23.583,22.385,21.169,20.197
GTM,1921,20.562,21.65,23.755,24.924,24.714,24.567,24.246,24.109,23.899,22.857,22.09,20.821
GTM,1922,20.98,22.051,23.714,25.198,25.391,24.177,24.235,24.239,23.92,22.835,22.164,20.604
GTM,1923,20.804,21.684,23.588,24.421,25.674,24.236,23.933,24.308,24.222,22.582,21.629,21.275
GTM,1924,20.976,21.514,23.342,25.118,25.597,24.646,24.133,24.294,23.907,22.864,21.062,21.439
GTM,1925,21.21,21.293,22.35,24.13,24.941,24.103,24.029,24.529,23.76,23.778,22.034,20.322
GTM,1926,20.145,21.113,23.537,24.895,25.274,25.097,24.71,24.37,24.195,23.43,21.369,21.253
GTM,1927,19.543,22.064,23.153,24.101,25.517,24.95,24.043,24.441,23.739,22.887,21.764,21.401
GTM,1928,20.054,22.038,23.138,24.257,24.891,24.655,24.451,24.137,24.177,23.189,21.804,20.556
GTM,1929,21.135,21.987,23.386,24.928,25.034,24.038,24.345,24.262,24.02,23.009,22.848,20.65
GTM,1930,20.789,21.835,23.917,24.168,25.928,24.575,24.465,24.486,24.932,23.722,21.931,21.103
GTM,1931,20.796,22.082,22.57,24.081,25.114,24.62,24.048,24.287,24.191,23.345,21.432,21.834
GTM,1932,21.834,22.553,22.95,23.966,25.34,24.365,24.247,24.314,24.649,23.413,20.855,21.496
GTM,1933,21.537,22.732,23.327,25.222,25.59,24.714,24.579,24.196,23.929,23.215,21.028,20.948
GTM,1934,21.516,21.545,22.222,24.625,24.979,24.635,24.558,24.95,24.57,23.568,22.257,21.387
GTM,1935,20.201,20.58,23.27,24.862,25.818,25.014,24.525,24.114,24.068,23.147,21.586,20.909
GTM,1936,21.725,22.299,23.683,24.418,24.67,24.783,24.018,24.599,24.087,23.231,21.916,21.24
GTM,1937,21.969,22.377,23.467,24.503,24.974,24.584,24.232,24.227,23.998,22.983,21.242,20.528
GTM,1938,20.671,21.329,23.564,23.786,25.059,24.173,24.144,24.336,23.796,22.494,21.542,19.776
GTM,1939,21.216,22.026,22.432,23.955,25.279,24.336,24.079,24.417,23.592,23.11,20.722,21.088
GTM,1940,20.166,20.539,23.175,24.321,25.047,24.482,24.444,24.772,24.072,22.805,22.01,21.055
GTM,1941,20.32,21.621,23.485,25.418,25.15,25.117,24.553,25.011,24.456,23.512,21.572,21.842
GTM,1942,20.165,22.434,23.516,25.185,26.109,24.796,24.387,24.051,23.674,23.254,21.862,21.424
GTM,1943,21.008,20.665,23.194,24.312,25.349,24.343,24.431,24.728,24.471,22.75,20.987,20.363
GTM,1944,19.834,21.945,23.653,24.911,25.478,24.457,24.906,24.723,24.229,22.397,22.283,20.007
GTM,1945,20.863,22.339,23.999,24.798,25.029,25.307,24.636,24.426,24.168,23.165,21.902,20.929
GTM,1946,21.455,22.274,23.495,24.777,26.444,25.11,24.681,24.635,24.247,23.35,22.973,21.78
GTM,1947,22.432,21.736,24.024,25.392,25.648,24.916,24.431,24.158,24.106,24.068,23.337,21.42
GTM,1948,20.706,22.351,23.942,24.432,25.346,24.759,24.378,24.836,24.268,23.425,23.104,21.628
GTM,1949,21.06,22.19,23.56,25.07,25.665,25.054,24.614,24.554,24.087,23.382,20.402,20.852
GTM,1950,21.276,21.195,23.187,23.72,25.342,24.374,24.062,24.197,24.313,22.717,20.708,19.73
GTM,1951,20.68,20.622,23.127,24.908,25.574,25.191,24.49,25.123,24.415,23.558,22.354,21.874
GTM,1952,21.536,21.991,24.23,24.783,25.368,24.853,24.461,24.811,24.698,22.284,22.547,20.762
GTM,1953,20.472,22.354,23.884,26.064,26.307,25.483,24.742,25.124,24.658,23.285,22.234,21.414
GTM,1954,21.381,21.291,23.584,24.484,24.964,24.364,24.184,24.538,24.145,22.524,21.455,20.025
GTM,1955,20.727,21.229,23.262,24.796,25.581,24.991,23.632,24.342,23.948,22.714,22.321,20.722
GTM,1956,19.238,22.222,22.965,25.012,24.768,23.91,23.84,24.526,23.968,23.178,21.26,21.203
GTM,1957,21.22,22.187,23.323,24.776,25.76,25.172,24.607,24.764,24.211,22.859,22.39,20.258
GTM,1958,19.856,20.95,24.292,25.683,25.689,24.972,24.408,24.922,24.669,23.835,23.424,21.494
GTM,1959,21.218,22.703,23.392,24.474,25.074,24.812,24.451,24.408,24.436,23.851,22.088,20.766
GTM,1960,21.066,21.25,22.628,24.252,25.463,24.871,24.334,24.598,24.326,24.043,22.689,20.75
GTM,1961,21.088,21.924,23.96,24.961,25.588,24.641,24.036,24.398,24.028,23.105,22.068,21.482
GTM,1962,20.531,21.82,23.198,24.312,24.729,24.295,24.211,24.38,24.191,23.547,21.587,20.906
GTM,1963,21.014,21.453,23.398,24.431,24.987,24.947,24.278,24.381,23.853,23.125,22.21,20.459
GTM,1964,20.779,22.09,24.361,25.386,25.584,24.211,24.051,24.415,24.151,22.383,22.554,21.434
GTM,1965,20.595,22.046,23.081,24.383,25.46,24.685,24.486,24.248,24.093,23.086,22.782,21.674
GTM,1966,20.945,22.072,22.526,24.94,25.175,24.455,24.683,24.498,24.169,23.26,20.97,20.101
GTM,1967,20.469,21.219,22.479,23.851,25.256,24.797,24.201,24.469,24.027,23.091,22.001,21.934
GTM,1968,20.622,20.38,21.79,24.223,25.018,24.565,24.289,24.259,24.373,23.262,22.1,21.337
GTM,1969,21.205,22.4,23.86,25.483,25.869,25.339,24.884,24.392,24.172,23.831,22.246,21.166
GTM,1970,21.013,20.78,23.623,25.607,24.911,25.123,24.358,24.417,23.985,23.753,20.975,21.13
GTM,1971,21.241,21.885,23.139,23.474,25.478,24.47,24.11,24.091,24.184,23.585,22.359,21.858
GTM,1972,21.848,21.309,23.47,25.01,25.644,25.167,24.501,24.168,24.306,23.785,23.934,21.518
GTM,1973,21.271,21.668,25.125,25.329,25.667,24.896,24.619,24.217,24.454,23.339,23.027,20.024
GTM,1974,21.61,21.167,23.288,24.267,25.203,24.513,24.017,24.15,23.9,22.276,21.745,21.246
GTM,1975,21.057,22.205,24.084,25.127,26.033,25.274,24.333,24.32,23.51,22.835,21.922,20.325
GTM,1976,19.663,20.24,23.265,23.989,25.041,24.112,24.261,24.214,24.249,23.476,22.043,21.242
GTM,1977,20.643,21.688,23.991,23.876,25.06,24.43,24.407,24.742,24.706,23.679,22.792,22.101
GTM,1978,20.729,21.38,22.94,24.732,26.001,24.922,24.275,24.644,24.055,23.111,23.123,22.187
GTM,1979,21.031,21.944,23.65,25.224,25.728,24.682,24.916,24.443,23.925,23.732,22.253,21.255
GTM,1980,21.952,21.829,24.187,24.36,26.522,24.958,24.735,24.7,24.494,23.708,22.35,20.351
GTM,1981,19.804,21.507,23.829,24.376,25.664,24.615,24.389,24.62,24.285,23.601,22.044,21.774
GTM,1982,21.981,22.929,23.945,25.393,25.537,25.261,24.169,24.61,24.156,23.191,22.446,21.702
GTM,1983,21.195,22.162,23.617,25.227,26.665,25.657,24.522,24.623,24.293,23.427,23.254,22.026
GTM,1984,20.683,21.952,23.603,25.211,24.923,24.537,23.92,24.149,23.817,23.763,21.681,21.238
GTM,1985,20.354,21.688,23.419,24.107,25.474,24.843,24.186,24.353,24.006,23.514,22.441,21.493
GTM,1986,20.195,22.175,21.973,24.19,25.388,24.999,24.468,24.518,23.931,23.403,23.38,22.144
GTM,1987,20.191,22.368,24.056,24.035,25.774,25.653,24.626,24.792,24.97,22.842,22.733,22.133
GTM,1988,21.32,22.096,23.326,25.305,26.178,25.213,24.725,24.668,24.048,23.002,22.98,20.906
GTM,1989,21.635,21.139,22.182,24.489,25.256,24.77,24.648,24.561,24.004,23.146,23.175,20.716
GTM,1990,21.738,22.286,23.225,24.722,25.618,24.812,24.544,24.596,24.445,23.562,22.254,21.392
GTM,1991,22.017,21.832,24.115,25.773,25.862,25.493,24.794,24.966,24.258,23.606,22.069,21.746
GTM,1992,21.596,22.169,24.25,25.148,24.943,25.462,24.348,24.539,24.24,23.517,23.255,22.022
GTM,1993,21.777,22.311,23.466,25.165,25.698,25.344,24.842,24.428,24.235,24.006,22.695,21.349
GTM,1994,21.307,22.841,23.792,25.255,25.83,25.203,25.071,24.805,24.459,24.223,23.422,22.052
GTM,1995,21.901,22.503,24.166,25.601,26.314,25.451,24.55,24.655,24.085,23.268,23.091,21.943
GTM,1996,20.696,21.885,22.893,24.686,25.122,25.056,24.513,24.188,24.857,23.66,22.21,21.635
GTM,1997,21.557,22.762,24.516,25.348,25.867,25.032,25.086,25.058,24.605,23.676,23.479,21.936
GTM,1998,22.354,23.255,24.185,25.931,26.601,26.336,24.747,25.213,25.009,23.881,22.798,21.368
GTM,1999,21.377,22.004,23.816,25.59,25.935,24.543,24.19,24.678,23.793,22.894,21.485,20.716
GTM,2000,20.705,21.753,23.972,25.034,24.96,24.373,24.67,24.182,24.2,23.077,23.322,20.898
GTM,2001,20.532,22.558,23.414,25.183,25.041,24.757,24.499,24.789,24.335,23.674,22.321,21.91
GTM,2002,21.623,22.053,23.746,25.167,25.79,24.987,24.766,24.884,24.438,24.178,22.545,21.826
GTM,2003,20.408,23.182,24.979,25.344,26.277,25.388,24.893,24.919,25.057,24.258,22.934,20.287
GTM,2004,21.317,22.497,23.884,24.842,25.19,25.11,24.551,25.235,24.692,24.129,22.83,21.298
GTM,2005,20.854,22.353,25.09,25.486,25.861,25.584,25.056,24.985,24.64,23.307,22.202,21.961
GTM,2006,21.512,21.911,23.694,24.97,25.501,24.634,24.749,25.129,24.789,24.447,22.374,21.989
GTM,2007,22.038,22.639,23.661,25.469,25.783,25.417,25.023,24.542,24.288,23.1,22.187,21.675
GTM,2008,21.35,22.951,23.421,24.748,25.883,24.445,24.286,24.768,24.598,22.755,21.427,21.153
GTM,2009,21.192,21.725,22.934,25.336,25.583,25.375,25.434,24.973,25.311,24.639,22.554,22.223
GTM,2010,20.927,22.634,23.643,25.747,26.126,25.626,24.904,24.797,24.522,23.146,22.178,20.001
GTM,2011,21.872,22.565,23.53,25.419,26.295,25.274,24.65,25.087,24.659,22.699,22.444,21.356
GTM,2012,21.803,22.957,23.793,24.924,25.657,25.17,24.643,24.662,24.753,23.381,22.346,22.089
GUF,1900,25.051,24.947,25.248,25.218,25.258,25.771,25.487,25.811,26.905,26.926,26.369,25.199
GUF,1901,25.281,25.435,25.119,25.636,25.518,25.991,26.297,26.288,26.626,26.753,26.204,25.087
GUF,1902,24.474,24.71,25.143,25.066,25.739,25.54,25.535,25.775,26.429,26.3,25.636,25.235
GUF,1903,25.018,24.959,24.96,24.91,25.055,25.224,25.674,26.256,26.306,26.777,26.299,25.121
GUF,1904,24.145,24.159,24.004,24.577,24.723,24.771,25.046,25.77,26.015,25.982,25.697,24.997
GUF,1905,24.872,24.472,25.132,25.102,25.554,25.428,25.407,26.054,26.751,26.416,26.511,24.774
GUF,1906,24.57,24.815,24.828,24.658,25.22,24.948,25.343,25.721,26.281,26.245,26.092,25.532
GUF,1907,24.637,24.527,24.547,24.202,25.104,25.125,25.172,25.976,26.232,26.525,26.467,25.107
GUF,1908,24.651,25.053,24.973,25.097,24.911,25.245,25.413,25.917,26.781,26.368,25.799,25.386
GUF,1909,24.974,24.845,25.217,25.032,25.127,25.258,25.466,25.698,26.654,26.561,26.534,25.329
GUF,1910,24.554,24.94,24.745,24.788,25.033,24.906,25.295,25.767,26.228,26.144,25.63,24.826
GUF,1911,23.95,24.622,24.807,25.069,25.336,25.238,24.949,25.726,26.274,26.143,25.895,25.118
GUF,1912,24.754,25.148,25.319,25.534,25.36,25.187,25.271,26.522,26.345,26.307,26.054,25.104
GUF,1913,24.536,24.647,24.574,25.261,25.088,25.114,24.86,25.909,26.108,26.058,26.285,25.568
GUF,1914,25.632,25.451,25.61,25.639,25.296,25.708,25.256,25.834,26.223,26.607,25.993,25.401
GUF,1915,25.243,25.128,26.043,25.654,26.068,25.86,25.728,26.525,26.808,26.988,26.597,25.174
GUF,1916,24.947,25.113,25.327,25.9,25.378,24.909,25.062,25.646,26.317,26.279,26.25,24.769
GUF,1917,24.194,24.485,24.843,24.971,24.841,24.907,25.342,25.276,26.154,25.804,25.869,24.3
GUF,1918,23.843,23.626,23.955,24.645,24.863,24.938,25.226,25.85,26.357,26.498,26.104,24.862
GUF,1919,24.713,25.24,25.549,25.831,25.459,25.266,25.332,26.066,26.502,26.521,26.242,25.748
GUF,1920,25.098,24.846,24.878,24.98,25.268,24.96,25.079,25.79,26.285,26.269,26.053,24.96
GUF,1921,24.558,24.439,25.071,25.038,25.397,24.975,25.024,25.589,26.264,26.022,25.676,24.606
GUF,1922,24.781,24.89,24.86,24.922,25.039,25.002,25.44,25.602,26.19,26.184,26.335,24.693
GUF,1923,23.874,24.456,24.855,24.884,25.47,25.411,25.615,25.923,26.633,26.464,25.983,25.564
GUF,1924,24.699,24.721,25.198,25.973,25.47,24.942,24.983,25.638,25.98,26.015,25.987,24.484
GUF,1925,23.88,24.343,24.697,25.37,25.457,25.235,25.78,26.084,26.553,26.721,26.805,25.375
GUF,1926,25.426,25.798,26.101,25.933,25.784,25.421,25.454,26.046,26.298,26.655,26.503,25.249
GUF,1927,24.893,24.99,25.3,25.41,24.992,25.143,25.177,25.943,26.44,26.768,26.644,25.783
GUF,1928,25.504,25.403,25.464,25.281,25.611,25.365,25.445,25.921,26.486,26.752,26.753,25.949
GUF,1929,24.609,24.852,24.796,25.543,25.459,24.973,25.195,25.877,26.369,26.404,26.306,24.925
GUF,1930,24.774,24.932,25.348,25.177,25.506,25.19,25.274,25.868,26.486,26.785,27.073,26.062
GUF,1931,25.392,25.768,26.146,26.079,26.018,25.857,25.572,26.278,26.765,26.901,26.687,25.794
GUF,1932,25.526,25.285,25.623,25.56,25.957,25.399,25.644,26.25,27.15,26.986,27.227,26.132
GUF,1933,25.052,24.848,25.32,25.46,25.245,25.226,25.77,26.218,26.617,26.496,25.997,24.905
GUF,1934,24.227,24.448,24.721,25.372,25.475,25.018,25.273,26.086,26.578,26.005,26.168,25.137
GUF,1935,25.229,24.732,25.523,25.637,25.607,25.326,25.549,25.936,26.322,26.55,26.658,25.68
GUF,1936,24.734,25.091,25.568,25.429,25.76,25.436,25.577,26.256,26.684,26.478,26.597,25.676
GUF,1937,25.377,25.486,25.698,25.566,25.432,25.321,25.443,26.296,26.937,27.043,26.819,25.995
GUF,1938,25.073,25.431,25.21,25.186,25.259,25.334,25.497,26.126,26.724,26.992,26.724,25.745
GUF,1939,24.975,24.693,24.999,25.105,25.365,25.356,25.571,26.069,26.426,26.647,26.654,26.008
GUF,1940,25.294,25.93,26.162,26.148,26.011,25.822,25.836,26.176,26.687,26.883,26.889,25.906
GUF,1941,25.598,25.831,26.076,26.231,26.21,25.959,26.09,26.459,26.909,26.821,26.555,25.823
GUF,1942,25.523,25.559,26.028,25.832,25.958,25.739,25.638,26.23,26.818,26.81,27.207,25.206
GUF,1943,24.951,25.039,24.478,25.099,25.471,25.564,25.35,26.025,26.863,26.717,25.979,25.319
GUF,1944,25.007,24.962,25.338,25.348,25.733,25.661,25.81,26.509,26.3,26.503,26.706,25.798
GUF,1945,24.849,24.769,25.527,25.342,25.307,25.503,25.716,26.355,26.638,26.449,26.42,25.264
GUF,1946,24.752,24.968,25.307,25.586,25.577,26.437,26.255,26.228,26.512,26.446,26.369,25.574
