type,date,January,February,March,April,May,June,July,August,September,October,November,December
TJK,1968,-9.02,-8.24,-0.313,4.456,9.002,14.699,16.701,15.601,11.203,4.413,-1.058,-7.667
TJK,1969,-14.132,-13.134,-0.5,3.992,9.301,13.985,16.131,15.508,10.517,5.285,-1.975,-4.703
TJK,1970,-9.281,-4.41,-1.918,6.474,11.45,14.661,16.124,16.7,11.231,5.545,-0.583,-7.517
TJK,1971,-11.534,-6.723,1.097,6.347,11.52,16.149,16.779,15.251,10.699,5.331,0.659,-3.809
TJK,1972,-11.231,-14.085,-3.247,4.816,9.589,13.954,14.828,14.264,10.836,5.006,-0.032,-8.528
TJK,1973,-12.305,-6.113,-2.545,6.024,10.394,16.384,17.902,16.344,10.906,5.153,0.081,-7.02
TJK,1974,-11.772,-11.239,-1.029,6.687,10.717,14.453,17.243,14.289,11.014,4.648,-1.154,-9.816
TJK,1975,-11.015,-8.543,-1.133,5.581,9.65,14.986,17.241,16.183,11.615,4.619,-4.33,-8.586
TJK,1976,-7.484,-8.818,-3.657,4.934,10.923,14.308,17.301,15.903,10.56,4.187,-4.393,-8.244
TJK,1977,-13.175,-8.659,1.482,7.418,10.492,15.796,17.243,15.683,11.379,5.029,0.316,-7.006
TJK,1978,-11.11,-9.319,-2.652,6.653,11.034,15.449,17.562,15.423,11.87,5.878,-3.133,-5.074
TJK,1979,-9.041,-5.806,-1.595,6.071,7.272,14.166,17.627,15.518,11.411,7.154,-2.183,-5.321
TJK,1980,-9.653,-9.014,-1.704,7.466,11.526,15.328,18.052,15.815,11.512,5.778,1.557,-4.971
TJK,1981,-7.032,-5.84,0.935,5.865,11.248,14.179,17.121,15.304,11.324,3.629,-0.815,-5.878
TJK,1982,-8.738,-7.995,-1.767,6.797,11.427,14.723,16.709,15.603,10.464,5.053,-3.941,-8.762
TJK,1983,-9.463,-5.719,-2.568,5.509,10.803,14.63,17.57,17.503,11.985,4.759,0.692,-6.664
TJK,1984,-9.534,-13.005,-0.541,5.532,10.95,16.127,18.474,18.048,10.978,4.507,-0.393,-12.822
TJK,1985,-10.641,-4.988,-1.622,7.216,10.596,16.222,18.565,16.015,12.183,4.997,-1.664,-6.569
TJK,1986,-8.657,-5.882,-3.332,5.106,10.819,14.588,17.577,15.794,12.19,6.073,-1.664,-8.009
TJK,1987,-7.395,-5.518,0.849,3.849,9.566,13.599,15.838,16.976,11.832,2.275,-1.465,-4.91
TJK,1988,-8.225,-6.91,-1.375,6.737,9.979,15.975,18.329,15.752,11.795,4.586,1.334,-4.182
TJK,1989,-11.192,-9.902,-0.397,3.626,8.595,14.263,16.975,15.734,10.935,6.152,-1.889,-4.465
TJK,1990,-9.193,-6.2,-1.441,4.594,12.19,16.943,17.072,17.109,12.86,5.051,0.594,-7.187
TJK,1991,-9.852,-7.789,-1.61,5.815,9.23,14.635,17.301,15.772,11.924,5.087,-0.883,-5.758
TJK,1992,-8.747,-6.014,-3.088,5.506,7.85,14.073,17.053,15.144,10.865,4.588,0.671,-4.735
TJK,1993,-10.771,-5.386,-2.549,5.885,8.689,14.887,17.05,15.194,12.072,3.524,-2.099,-6.784
TJK,1994,-9.427,-8.919,0.293,3.078,10.996,16.152,18.132,17.265,9.392,5.076,1.785,-7.18
TJK,1995,-9.827,-7.391,-1.264,5.091,10.865,15.613,18.192,17.075,11.602,4.864,1.054,-8.17
TJK,1996,-10.658,-6.959,-2.102,4.221,9.124,14.946,17.161,15.727,12.651,4.85,-2.509,-5.148
TJK,1997,-6.449,-7.053,-0.298,6.685,9.912,15.565,18.861,16.457,12.507,7.53,-1.585,-6.703
TJK,1998,-9.196,-7.862,-1.594,6.924,9.433,14.417,18.05,16.941,12.818,5.476,0.414,-4.424
TJK,1999,-7.88,-2.74,-1.281,4.325,11.113,15.129,16.575,17.413,12.606,6.909,-1.482,-5.587
TJK,2000,-7.631,-7.62,-0.938,7.964,13.296,15.457,17.881,17.239,12.379,4.645,-1.652,-6.309
TJK,2001,-10.171,-5.853,1.166,7.721,13.975,17.014,17.385,16.189,11.29,5.412,0.723,-6.233
TJK,2002,-8.127,-5.579,1.483,5.452,10.065,15.278,16.685,17.186,11.597,7.949,0.707,-9.201
TJK,2003,-6.631,-5.335,-1.598,4.303,8.641,14.559,18.008,16.334,12.262,6.409,-1.088,-7.182
TJK,2004,-7.138,-3.749,1.296,6.086,11.494,15.858,17.058,16.593,12.732,4.386,1.482,-6.041
TJK,2005,-8.672,-8.482,2.018,5.831,9.331,16.038,18.099,15.6,13.77,6.123,-1.015,-6.427
TJK,2006,-12.021,-3.798,1.033,6.485,13.328,15.835,17.534,17.278,11.958,8.134,-0.189,-9.201
TJK,2007,-8.978,-4.622,-0.707,8.542,11.388,16.302,17.356,16.527,12.27,3.906,0.787,-7.477
TJK,2008,-15.758,-9.783,3.816,6.693,13.083,17.563,18.461,17.591,12.247,5.724,-1.632,-5.909
TJK,2009,-8.084,-4.855,1.404,3.83,10.186,13.654,17.601,16.951,12.219,5.653,-1.334,-6.062
TJK,2010,-6.134,-6.853,2.005,7.433,10.234,14.187,17.257,17.086,11.26,7.156,-0.307,-6.555
TJK,2011,-9.39,-6.903,-0.643,7.5,12.98,16.719,18.101,17.782,12.78,6.161,-1.775,-9.093
TJK,2012,-11.48,-10.589,-2.537,7.927,10.401,15.263,17.803,17.58,11.762,5.729,-1.368,-8.44
TKM,1900,-7.592,-1.149,9.863,14.177,22.831,26.667,28.856,26.505,21.059,15.666,6.322,3.893
TKM,1901,-0.205,3.908,10.582,16.45,22.35,26.288,29.402,26.931,21.061,9.383,8.411,5.207
TKM,1902,3.459,2.592,8.325,14.326,22.627,28.726,28.724,27.955,20.79,12.977,7.007,4.344
TKM,1903,-0.66,4.48,2.192,14.052,21.33,27.544,29.258,27.436,21.346,15.12,5.791,-0.06
TKM,1904,-7.273,5.478,8.5,13.032,22.037,26.08,29.064,27.354,20.985,11.865,10.023,4.264
TKM,1905,-1.673,-0.164,3.436,14.902,21.336,27.557,28.869,27.17,22.383,17.495,8.641,2.596
TKM,1906,-1.397,0.646,8.256,12.864,22.614,27.651,29.173,27.842,20.545,15.139,7.346,4.332
TKM,1907,0.893,0.082,7.449,15.415,20.448,25.568,30.25,27.138,20.472,10.606,4.621,2.754
TKM,1908,-0.563,1.752,5.78,14.494,20.298,26.951,29.527,27.911,21.959,11.335,8.668,2.612
TKM,1909,-2.533,3.912,8.985,15.989,22.222,26.434,29.132,27.56,22.057,12.969,12.013,4.525
TKM,1910,2.155,3.219,6.87,14.953,23.413,26.56,30.235,27.525,20.97,13.709,7.274,-2.089
TKM,1911,-3.221,2.447,5.392,14.296,21.722,27.499,29.24,27.102,20.773,11.157,5.877,-0.302
TKM,1912,0.747,4.913,7.925,14.358,21.078,27.957,29.253,26.12,20.347,14.772,7.09,1.219
TKM,1913,1.56,-0.315,6.327,13.049,23.165,25.936,30.686,26.894,22.001,13.49,8.169,5.376
TKM,1914,5.372,4.025,11.004,15.541,21.767,28.204,29.514,27.317,21.821,14.706,6.584,-0.014
TKM,1915,3.93,3.313,12.667,14.867,23.141,27.135,28.157,28.188,23.528,13.619,9.852,4.993
TKM,1916,2.108,0.338,7.551,15.493,22.341,24.344,28.666,28.769,20.928,12.351,2.969,2.769
TKM,1917,4.878,5.177,8.787,17.457,23.705,25.813,29.152,27.24,21.646,12.184,7.173,0.858
TKM,1918,1.391,2.639,6.287,12.495,21.552,26.549,29.455,27.317,22.144,14.968,5.457,-1.433
TKM,1919,-2.558,3.156,7.633,17.401,20.907,26.688,29.016,27.776,20.771,15.176,9.012,3.045
TKM,1920,2.402,-1.475,7.833,12.196,20.576,26.851,28.427,26.901,22.089,14.546,3.407,-6.402
TKM,1921,0.826,1.646,5.483,15.621,21.175,27.737,30.134,26.015,20.727,14.294,7.345,2.866
TKM,1922,1.927,1.847,9.246,15.921,22.318,26.89,29.828,27.552,21.445,15.247,9.745,3.935
TKM,1923,-0.286,2.959,8.721,13.095,21.925,27.635,29.63,27.906,19.716,14.415,6.957,0.328
TKM,1924,1.914,2.229,8.309,14.321,19.923,27.125,29.147,28.08,21.383,14.088,7.481,-0.21
TKM,1925,-1.871,-0.158,11.397,15.315,23.266,27.901,29.881,28.379,22.339,14.682,7.498,6.317
TKM,1926,1.786,2.845,8.815,12.862,22.799,25.799,28.009,29.013,21.488,14.227,4.712,4.705
TKM,1927,-3.381,0.806,6.095,15.748,22.465,27.653,30.296,28.104,22.296,17.446,7.457,1.535
TKM,1928,-3.083,1.47,3.757,15.651,22.341,27.383,27.988,25.242,20.436,13.372,8.365,1.438
TKM,1929,-4.254,-1.157,7.519,16.994,22.263,25.805,29.069,26.52,22.706,13.113,6.414,-6.005
TKM,1930,-5.419,-0.987,8.541,14.47,22.106,27.373,30.443,27.653,19.985,13.227,9.384,-0.338
TKM,1931,-2.292,-5.437,8.827,15.44,20.012,26.061,30.464,27.463,23.367,13.792,5,0.466
TKM,1932,-0.119,4.332,8.697,17.612,21.996,26.869,29.073,26.182,21.262,13.102,5.118,-3.065
TKM,1933,-2.58,3.266,5.189,15.085,23.149,25.842,30.119,28.245,21.157,13.656,8.533,2.346
TKM,1934,-6.014,4.47,8.253,13.188,18.515,26.773,28.918,27.905,19.674,13.218,5.126,1.848
TKM,1935,-4.354,5.123,7.479,16.555,21.704,24.509,29.545,29.618,21.87,16.02,4.151,1.367
TKM,1936,-0.37,3.452,5.859,15.012,22.027,27.726,29.546,27.352,21.953,16.563,8.562,1.101
TKM,1937,-1.925,2.748,5.911,13.343,21.631,26.5,30.708,29.192,23.166,15.036,5.945,1.868
TKM,1938,3.469,5.587,6.877,17.741,23.407,26.099,28.616,27.766,22.153,14.417,7.312,0.516
TKM,1939,0.995,3.668,7.977,13.061,22.538,29.403,29.734,27.376,21.577,13.68,8.553,5.42
TKM,1940,1.017,3.565,6.958,17.368,20.854,28.076,30.504,28.23,22.954,15.8,9.189,6.024
TKM,1941,1.07,7.263,10.781,16.453,23.832,28.596,29.289,27.984,22.813,15.886,7.262,2.969
TKM,1942,3.029,0.794,8.174,14.07,23.202,27.92,30.099,26.965,20.913,15.584,9.217,2.152
TKM,1943,-0.943,-0.436,4.387,14.708,22.331,25.969,30.15,27.977,20.626,13.84,6.536,3.42
TKM,1944,3.185,6.927,14.092,15.695,23.492,27.622,31.314,27.469,21.744,14.102,7.302,-5.295
TKM,1945,-1.519,-0.867,6.579,15.209,20.361,26.489,29.184,29.299,22.307,15.9,6.116,2.344
TKM,1946,0.064,7.137,9.962,15.772,24.946,26.583,28.264,27.339,23.252,14.914,4.658,-3.449
TKM,1947,2.386,3.416,12.163,16.158,20.955,25.696,29.259,28.384,21.226,14.755,11.441,2.733
TKM,1948,4.432,5.56,7.417,13.15,23.782,28.324,30.542,27.918,21.272,14.029,7.398,-1.429
TKM,1949,-2.73,1.645,5.52,14.026,20.923,27.52,30.339,27.233,20.677,10.44,5.282,2.382
TKM,1950,-3.394,-0.931,8.886,15.058,23.757,26.671,28.88,26.973,21.001,15.192,3.504,-1.752
TKM,1951,-0.729,-3.346,7.615,16.985,23.311,25.864,29.455,27.282,22.258,13.896,6.447,4.78
TKM,1952,1.209,6.115,8.093,14.867,21.425,26.185,29.779,27.97,21.686,15.323,3.921,-0.387
TKM,1953,3.64,8.321,7.646,14.818,22.452,27.061,29.693,28.195,21.612,12.353,4.763,0.262
TKM,1954,0.907,-0.398,3.97,14.36,22.245,25.79,29.928,27.372,21.817,15.913,6.733,1.905
TKM,1955,2.695,7.775,8.845,14.626,21.923,27.525,30.089,28.833,22.616,14.146,9.338,4.482
TKM,1956,-0.349,2.11,6.389,16.21,21.374,25.689,30.161,27.925,21.373,14.04,9.41,0.873
TKM,1957,-3.164,2.183,9.029,14.15,22.624,26.085,27.806,26.991,22.702,13.641,6.091,3.532
TKM,1958,4.747,6.721,11.568,15.49,21.579,27.571,29.54,26.995,20.887,13.695,3.297,3.186
TKM,1959,0.592,0.962,6.452,17.707,21.732,26.573,28.48,28.691,23.41,13.868,3.482,-2.691
TKM,1960,3.527,6.561,3.698,14.497,20.275,27.746,28.75,27.9,21.665,15.44,6.622,1.347
TKM,1961,2.232,3.075,9.469,15.685,25.624,27.536,30.131,28.046,21.701,12.341,8.892,5.365
TKM,1962,1.115,6.025,12.059,15.074,22.192,26.045,30.727,26.95,20.535,13.909,4.468,2.604
TKM,1963,4.683,7.416,8.848,17.274,22.319,27.323,29.505,26.85,21.872,16.022,7.852,0.87
TKM,1964,-3.411,3.176,9.686,13.736,22.059,27.104,29.46,27.593,21.606,11.513,8.777,-1.409
TKM,1965,-0.378,3.245,8.176,14.685,23.21,27.095,29.815,27.565,21.251,14.711,9.876,4.573
TKM,1966,5.704,7.28,9.571,15.948,21.35,28.563,29.89,28.731,21.573,13.399,6.19,2.119
TKM,1967,0.766,0.952,8.161,14.966,21.865,26.197,29.048,27.972,21.438,14.218,9.511,4.287
TKM,1968,3.61,2.412,9.523,14.032,22.808,26.364,28.857,27.503,22.241,14.15,8.135,1.954
TKM,1969,-7.06,-4.782,7.049,14.13,20.835,27.301,28.239,26.833,21.627,14.736,7.121,6.021
TKM,1970,-0.46,6.022,9.25,17.419,24.124,26.957,28.915,28.794,21.647,14.668,9.119,0.349
TKM,1971,-0.637,3.559,10.601,14.766,23.251,27.291,30.085,27.299,22.601,15.171,10.698,6.043
TKM,1972,-5.517,-5.232,5.041,16.75,20.718,27.303,28.741,25.874,22.339,15.933,9.852,-0.758
TKM,1973,-2.735,5.975,8.648,16.56,21.929,28.158,29.798,28.698,20.127,15.196,8.99,2.709
TKM,1974,-3.297,-1.638,7.9,14.182,23.397,27.377,29.19,26.124,21.317,14.559,9.51,0.502
TKM,1975,1.769,2.331,9.216,17.11,23.192,28.773,31.349,28.293,22.991,13.482,4.991,1.786
TKM,1976,4.327,-1.23,4.959,15.908,22.604,27.361,29.849,29.213,22.257,11.955,3.883,-0.616
TKM,1977,-7.562,2.372,12.185,18.521,22.864,29.829,29.957,27.409,22.731,12.702,9.194,2.93
TKM,1978,0.955,0.914,8.634,16.132,20.623,26.171,29.724,26.567,23.997,15.072,6.05,5.444
TKM,1979,-0.167,4.303,9.353,16.53,20.112,26.194,31.46,27.755,23.759,17.276,7.05,4.524
TKM,1980,-1.612,-0.679,7.965,18.182,23.184,27.669,31.081,27.278,21.761,13.872,10.837,5.117
TKM,1981,4.121,5.076,11.152,14.896,21.017,26.4,29.954,28.355,22.788,13.933,9.639,4.458
TKM,1982,0.233,1.805,6.996,18.237,22.938,26.553,29.565,26.785,21.147,13.863,4.639,1.657
TKM,1983,2.537,6.005,7.838,16.98,23.219,28.075,32.136,28.985,22.427,14.243,10.264,3.073
TKM,1984,0.63,-3.895,8.174,16.611,22.02,27.641,31.928,29.483,21.891,14.626,8.577,-4.668
TKM,1985,-0.14,5.967,5.82,17.721,23.38,29.57,30.208,27.228,22.549,13.247,7.626,3.21
TKM,1986,3.54,3.969,4.96,16.212,23.188,27.532,30.229,27.652,23.249,15.353,6.875,3.45
TKM,1987,4.81,4.395,8.597,13.731,23.86,27.878,29.352,28.986,21.435,10.321,7.177,4.723
TKM,1988,1.487,1.11,9.406,17.475,21.685,29.372,30.282,27.522,21.808,14.622,10.153,6.536
TKM,1989,-0.234,1.592,10.113,15.255,21.205,28.255,31.3,28.637,21.611,16.478,8.392,5.358
TKM,1990,0.389,4.355,10.008,15.696,22.95,29.311,30.115,28.605,24.053,14.307,10.402,0.926
TKM,1991,1.041,2.789,8.053,17.249,21.094,27.43,30.426,27.816,22.671,16.33,7.761,3.593
TKM,1992,1.994,4.531,6.774,15.218,19.319,27.257,29.625,26.262,21.416,14.072,9.708,4.266
TKM,1993,1.64,2.887,8.276,16.194,21.623,28.01,30.095,27.649,22.718,12.919,3.224,1.59
TKM,1994,2.589,0.334,9.074,14.909,23.163,27.595,29.549,29.373,20.219,14.596,10.755,2.121
TKM,1995,3.463,4.889,8.881,18.217,23.087,28.254,31.311,29.618,22.782,14.05,11.6,2.099
TKM,1996,-0.59,1.951,6.71,14.313,23.027,28.137,31.148,28.191,24.102,14.916,6.812,5.207
TKM,1997,3.321,3.252,8.896,17.524,22.814,29.547,31.236,28.905,22.451,18.712,6.561,2.801
TKM,1998,0.4,2.352,7.906,18.006,22.251,29.507,30.995,29.649,23.196,14.653,9.842,5.194
TKM,1999,2.739,8.781,8.7,15.409,21.839,28.035,29.467,30.628,22.469,16.528,6.895,5.052
TKM,2000,2.166,4.731,9.235,20.745,23.879,27.434,30.674,30.085,23.461,13.48,6.128,4.76
TKM,2001,0.098,5.234,11.826,18.743,25.794,29.018,29.931,28.644,22.142,14.058,9.534,3.864
TKM,2002,4.341,6.353,12.104,15.223,21.346,27.652,30.619,29.471,23.888,18.131,9.466,-2.039
TKM,2003,2.842,4.414,7.525,14.235,20.824,25.792,30.199,29.297,22.769,17.582,8.541,3.689
TKM,2004,4.953,8.108,11.456,14.656,23.626,28.715,29.068,28.833,23.087,14.233,10.664,2.567
TKM,2005,1.974,0.967,11.632,17.219,23.548,28.884,31.599,28.276,24.931,16.164,8.48,5.276
TKM,2006,-3.567,6.975,11.385,17.699,24.084,30.082,30.117,30.345,22.387,18.327,8.946,1.34
TKM,2007,4.218,5.116,8.503,17.383,23.86,28.837,30.373,28.891,23.265,14.049,9.131,1.999
TKM,2008,-8.443,0.951,15.481,18.995,24.628,28.78,31.155,29.629,22.781,15.458,8.408,2.474
TKM,2009,2.007,6.712,12.189,13.284,23.38,28.128,30.788,28.127,22.764,15.53,8.667,4.689
TKM,2010,3.941,2.221,11.035,17.142,23.572,30.385,31.236,29.483,22.641,17.795,10.049,5.026
TKM,2011,1.738,1.62,9.077,17.809,24.787,29.372,31.372,29.727,23.312,15.543,4.555,0.522
TKM,2012,0.008,-0.964,8.137,20.446,24.749,28.878,30.807,29.696,22.338,16.844,8.318,1.013
TLS,1900,27.146,26.247,26.154,27.251,26.794,25.43,24.167,25.007,26.038,26.429,27.16,27.561
TLS,1901,27.342,25.808,25.982,26.375,25.754,25.723,24.102,23.047,24.72,26.294,26.463,26.69
TLS,1902,25.596,25.904,26.058,26.029,25.671,25.499,24.601,24.266,24.277,25.636,26.348,26.649
TLS,1903,26.588,26.202,26.115,26.045,25.819,24.589,24.592,24.589,24.926,25.979,26.504,26.05
TLS,1904,25.174,26.085,25.658,24.313,24.979,23.828,24.719,23.836,24.712,25.483,26.603,26.394
TLS,1905,26.025,25.799,27.159,26.726,26.18,25.589,24.947,24.677,25.39,26.588,27.105,27.093
TLS,1906,26.715,26.71,27.587,27.564,26.879,26.616,25.569,24.915,25.017,26.709,27.047,26.223
TLS,1907,26.1,25.709,25.49,25.644,25.587,24.583,24.551,24.034,24.418,26.113,26.867,26.288
TLS,1908,26.316,26.124,25.967,26.272,25.828,24.208,24.163,24.534,24.599,25.849,26.654,25.731
TLS,1909,26.722,26.417,25.919,25.827,25.423,25.492,24.808,24.217,25.199,26.108,25.651,26.779
TLS,1910,26.649,25.668,25.609,25.322,26.077,24.994,25.708,24.568,25.66,26.778,26.246,26.385
TLS,1911,26.879,26.8,27.54,25.706,25.406,24.092,24.033,23.52,24.315,25.686,26.373,26.585
TLS,1912,26.468,25.174,25.306,26.038,25.874,24.8,24.739,23.364,25.369,26.148,26.889,26.629
TLS,1913,26.236,26.391,25.96,25.43,24.411,23.801,23.439,23.605,24.097,25.305,26.977,26.674
TLS,1914,26.014,26.414,26.717,26.317,25.786,24.362,23.208,23.396,23.88,24.603,26.062,26.433
TLS,1915,26.072,26.534,26.832,26.41,26.057,25.528,24.862,24.394,25.274,26.468,27.038,26.525
TLS,1916,26.168,25.941,25.943,25.623,25.776,25.658,24.915,25.036,25.623,26.19,26.231,26.065
TLS,1917,25.753,25.842,26.258,25.696,25.061,24.668,24.71,24.849,25.622,26.163,26.92,26.03
TLS,1918,25.71,25.597,25.772,25.289,25.012,23.886,23.903,23.902,23.844,25.481,27.05,27.267
TLS,1919,26.718,26.664,26.551,25.961,25.587,24.348,23.427,23.062,24.126,25.193,26.193,26.837
TLS,1920,26.928,26.119,26.02,25.976,25.272,25.576,25.213,24.598,25.032,26.012,26.868,26.623
TLS,1921,26.672,25.516,25.679,25.29,25.8,25.798,24.127,24.191,24.916,25.983,26.638,26.864
TLS,1922,26.713,26.155,25.887,25.703,25.489,24.645,23.422,23.052,24.607,25.574,26.651,26.358
TLS,1923,26.081,26.033,25.607,25.612,25.236,24.817,23.762,23.042,24.153,25.651,27.283,26.557
TLS,1924,26.888,26.547,26.507,25.688,26.316,25.205,24.71,24.314,25.29,26.065,27.14,26.87
TLS,1925,26.047,25.404,25.483,25.421,25.401,24.182,23.857,23.746,24.207,25.394,26.968,27.409
TLS,1926,26.047,26.594,26.611,26.313,25.332,24.494,23.896,24.114,25.134,26.043,27.314,26.554
TLS,1927,26.647,26.888,26.582,25.976,25.424,25.504,24.564,24.09,25.191,26.458,27.286,27.277
TLS,1928,27.255,26.944,26.591,26.182,25.388,24.635,24.197,24.776,25.32,26.689,27.398,27.121
TLS,1929,26.508,26.624,26.252,25.252,25.151,24.48,23.806,24.453,24.728,26.198,27.554,26.917
TLS,1930,26.92,26.357,26.142,26.281,25.988,24.527,24.433,24.122,24.829,26.214,27.047,26.561
TLS,1931,26.536,27.187,26.462,25.52,26.06,25.266,24.007,24.372,25.534,26.055,26.801,27.261
TLS,1932,26.73,26.47,26.273,25.962,25.581,24.873,23.596,23.666,24.539,25.563,26.646,25.815
TLS,1933,26.524,26.056,26.087,25.688,25.828,24.868,23.952,24.604,25.097,26.207,26.934,26.267
TLS,1934,26.072,25.838,25.928,26.42,25.932,25.371,24.894,24.149,25.163,26.44,27.377,27.616
TLS,1935,26.568,26.831,25.972,25.73,25.515,24.634,23.603,24.291,24.907,26.189,27.219,27.394
TLS,1936,26.571,26.82,26.687,26.456,26.038,25.441,24.681,24.635,25.253,26.291,27.71,27.28
TLS,1937,26.122,27.05,26.24,26.218,26.041,25.219,24.167,24.229,25.56,26.192,27.685,26.976
TLS,1938,26.22,26.677,27.05,26.97,26.593,25.942,24.954,25.08,25.049,25.656,26.884,26.625
TLS,1939,25.905,26.162,26.203,26.399,25.609,25.255,24.788,23.996,24.225,25.318,26.566,27.294
TLS,1940,25.964,25.967,26.196,26.128,25.498,25.028,23.849,23.221,23.596,24.367,26.618,26.96
TLS,1941,26.596,26.616,26.547,26.311,26.112,25.439,24.188,23.345,23.851,26.216,26.833,27.65
TLS,1942,26.793,25.955,27.448,27.5,28.004,27.395,25.647,25.436,26.724,27.295,27.249,27.072
TLS,1943,26.957,26.2,25.957,26.32,25.499,23.985,25.217,25.231,24.835,26.367,26.926,26.671
TLS,1944,26.766,26.913,25.976,26.159,25.501,25.286,23.232,24.165,25.362,25.919,26.663,26.534
TLS,1945,26.651,26.627,25.915,26.155,25.551,24.701,23.607,25.352,25.596,26.199,26.752,26.408
TLS,1946,26.133,26.032,26.948,25.673,26.02,24.363,25.037,24.353,24.642,25.573,27.074,27.254
TLS,1947,27.541,26.755,26.082,25.458,25.483,25.68,25.446,25.355,25.429,26.471,27.033,27.211
TLS,1948,27.103,26.354,26.391,25.982,25.725,24.405,25.083,23.715,24.464,26.402,27.251,27.454
TLS,1949,27.959,25.7,26.134,25.161,25.589,23.542,23.352,23.567,25.021,25.942,27.235,26.34
TLS,1950,26.117,25.653,26.371,25.929,25.48,25.306,23.625,24.209,24.733,25.934,26.007,25.756
TLS,1951,26.477,25.975,26.084,26.168,25.704,25.318,24.587,24.877,25.209,26.497,27.825,27.963
TLS,1952,27.181,27.046,26.802,26.579,26.255,25.278,25.062,24.59,25.673,26.919,27.304,27.157
TLS,1953,26.739,26.514,27.041,26.616,26.187,25.537,24.985,24.812,25.357,26.811,28.059,27.697
TLS,1954,27.032,26.914,27.092,26.854,26.384,25.551,24.819,25.302,25.25,26.401,27.278,26.243
TLS,1955,26.54,26.109,26.144,26.28,26.113,25.594,25.131,25.173,25.527,26.418,26.102,26.76
TLS,1956,26.234,26.289,26.348,26.381,26.242,25.645,25.233,24.907,24.929,26.305,27.26,26.578
TLS,1957,26.601,26.088,26.468,26.429,26.25,25.792,25.221,24.354,24.611,25.934,27.667,27.236
TLS,1958,27.266,26.866,27.224,26.711,26.864,26.169,25.359,25.478,25.562,26.746,27.526,27.458
TLS,1959,26.841,26.963,27.354,26.523,26.534,25.654,24.207,23.914,25.309,26.299,27.865,27.554
TLS,1960,26.676,26.412,26.311,26.37,25.918,24.76,24.727,24.476,25.356,26.2,27.484,27.144
TLS,1961,26.493,26.381,26.69,26.734,25.837,24.573,23.934,23.785,25.033,26.092,27.461,27.533
TLS,1962,26.414,26.123,26.526,26.313,26.04,25.709,24.821,24.384,25.131,26.519,27.758,27.157
TLS,1963,26.183,25.789,26.206,25.974,25.569,24.629,23.648,23.967,24.731,25.919,27.118,27.25
TLS,1964,26.837,27.11,26.3,26.326,26.196,24.708,24.649,24.874,26.212,26.74,26.87,26.686
TLS,1965,26.336,26.624,26.089,25.409,25.846,25.195,23.813,23.779,24.778,25.924,27.483,27.389
TLS,1966,26.765,26.293,26.498,26.592,26.207,25.396,24.466,24.85,25.247,26.184,27.001,26.994
TLS,1967,26.455,26.194,26.169,26.209,26.029,24.303,24.294,24.361,24.863,26.373,27.594,27.347
TLS,1968,26.627,26.141,26.634,26.559,26.327,25.762,25.258,24.84,25.487,26.604,27.485,27.484
TLS,1969,26.871,26.497,27.049,26.758,26.367,25.189,24.178,25.142,25.345,26.116,27.885,27.598
TLS,1970,27.34,27.128,27.062,26.829,26.428,25.972,24.519,24.443,25.971,27.156,27.713,27.02
TLS,1971,27.045,26.532,26.666,26.295,25.9,24.764,24.391,25.106,26.284,27.307,27.375,26.958
TLS,1972,26.958,26.919,26.636,26.501,25.793,25.177,24.348,24.728,24.942,26.006,27.724,28.042
TLS,1973,27.157,27.401,26.94,27.149,26.706,26.528,25.54,26.175,26.768,27.356,27.92,27.282
TLS,1974,26.594,26.684,26.484,26.509,26.329,25.08,24.814,25.381,26.295,27.141,28.219,26.866
TLS,1975,26.946,26.647,26.6,26.378,26.354,25.4,25.497,25.503,26.113,26.669,26.98,26.502
TLS,1976,26.275,26.347,26.041,26.459,25.635,24.609,24.465,24.548,25.099,26.842,28.503,27.178
TLS,1977,26.779,26.442,26.05,26.483,26.276,24.182,24.358,23.26,25.488,26.023,28.087,27.141
TLS,1978,26.914,26.787,26.952,26.565,27.167,26.091,25.398,25.469,25.94,26.794,27.724,27.482
TLS,1979,26.95,27.016,26.456,26.795,26.737,25.552,24.523,24.448,25.47,26.426,27.983,27.546
TLS,1980,26.673,26.569,26.785,26.65,26.704,25.784,24.757,24.974,25.224,26.579,27.845,27.057
TLS,1981,26.934,26.354,26.52,26.968,26.442,25.726,26.374,25.618,26.023,26.737,26.933,26.976
TLS,1982,26.479,26.035,26.114,26.623,25.842,25.106,23.819,24.056,24.349,25.167,26.73,28.22
TLS,1983,27.918,27.168,27.139,26.839,26.172,25.391,24.388,25.002,26.002,26.798,27.907,27.598
TLS,1984,26.47,26.314,26.319,26.451,26.236,25.281,24.594,25.307,25.759,26.855,28.214,27.208
TLS,1985,27.464,26.729,27.241,26.917,26.509,24.904,24.305,25.22,25.726,26.807,27.935,27.819
